Track,AlbumName,Artist,ReleaseDate,ISRC,AllTimeRank,TrackScore,SpotifyStreams,SpotifyPlaylistCount,SpotifyPlaylistReach,SpotifyPopularity,YouTubeViews,YouTubeLikes,TikTokPosts,TikTokLikes,TikTokViews
ýýýýýý (HEYA),IVE SWITCH,IVE,4/29/2024,QM4TX2478220,568,63.8,"32,189,908","1,646","17,870,918",60,"56,484,359","869,830",,"2,558,230","19,697,730"
LA CANCIï¿½,OASIS,J Balvin,6/28/2019,USUM71911618,570,63.8,"1,706,325,903","149,957","78,600,154",79,"1,527,773,578","6,954,777","51,934","21,045,881","143,346,183"
In My Mind,In My Mind,Dynoro,11/15/2017,QZ22B1859046,567,63.8,"1,432,473,324","235,239","70,280,564",74,"1,652,679,786","14,105,895","973,173","34,950,153","481,312,317"
Chandelier,Todo Exitos 2014 (Los Nï¿½ï¿½mero 1 Del A,Sia,1/1/2014,USRC11400498,569,63.8,"1,729,264,620","171,065","77,207,881",75,"3,137,616,905","17,150,946","369,612","124,140,769","1,176,707,701"
Eastside (with Halsey & Khalid),Eastside (with Halsey & Khalid),benny blanco,7/12/2018,USUM71809132,571,63.7,"1,736,530,084","174,867","50,426,363",73,"885,823,017","4,489,619","133,341","12,574,029","116,720,227"
Godzilla (feat. Juice WRLD),Music To Be Murdered By,Eminem,1/17/2020,USUM72000788,572,63.7,"1,456,635,235","241,715","56,568,076",78,"657,464,189","10,293,443","162,256","37,734,089","310,162,794"
All About That Bass,Los Nï¿½ï¿½meros 1 De 40 (El Disco De Los ï¿½ï,Meghan Trainor,1/1/2014,USSM11401317,573,63.6,"815,661,095","92,401","43,164,406",70,"2,725,121,387","10,672,692","423,870","58,123,781","620,379,145"
"Besharam Rang (From ""Pathaan"")","Besharam Rang (From ""Pathaan"")",Vishal-Shekhar,12/12/2022,INY092200126,574,63.5,"218,291,402","10,974","8,344,652",66,"687,030,830","4,823,376","473,000","26,417,464","568,124,616"
MR. TAKE YA B*TCH (FEAT. CHRISEANROCK),MR. TAKE YA B*TCH (FEAT. CHRISEANROCK),Lil Mabu,10/17/2023,QZVEM2364808,575,63.4,"64,754,747","15,452","1,964,606",,"45,962,989","688,170","1,419,200","159,289,734","1,354,562,740"
Cheques,Still Rollin,Shubh,5/19/2023,QM6P42332212,576,63.4,"276,505,971","18,698","9,458,603",73,"356,244,269","3,597,189","546,123","13,229,231","193,157,167"
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],Riton,1/15/2021,GBCEN2000163,577,63.3,"979,440,925","257,132","93,789,915",72,"43,045,405","285,558","419,400","21,243,042","269,812,694"
VAGABUNDO,VAGABUNDO,Sebastian Yatra,5/12/2023,USUM72305982,578,63.3,"337,650,898","44,292","44,021,764",75,"226,249,916","862,952","241,103","34,797,656","505,139,679"
Cheap Thrills,Cheap Thrills,Sia,12/17/2015,USRC11502935,580,63.2,"1,779,046,979","161,840","45,579,916",70,"2,306,432,379","13,236,478","836,539","56,823,958","925,857,941"
Yummy,Yummy,Justin Bieber,1/3/2020,USUM71923046,579,63.2,"792,379,282","96,177","23,338,709",62,"887,226,751","13,188,871","4,410,189","173,359,563","2,580,705,782"
On My Mama,On My Mama,Victoria Monï¿½,6/16/2023,USRC12204025,582,63.1,"119,798,692","16,874","43,909,927",65,"57,621,851","673,949","52,478","14,376,748","138,101,105"
Wishing Well,Legends Never Die,Juice WRLD,7/10/2020,USUG12001905,583,63.1,"901,486,450","157,381","25,837,638",71,"419,337,114","4,349,040","491,431","53,221,207","482,804,184"
Jale 2 (feat. Vinay Yadav & Neha Shukla),Jale 2 (feat. Vinay Yadav & Neha Shukla),Shiva Choudhary,10/26/2023,ZA41S2304411,581,63.1,,3,710,,"355,029,539","2,185,177",,,
Too Good At Goodbyes,Too Good At Goodbyes,Sam Smith,9/8/2017,GBUM71704089,584,62.9,"2,061,017,397","157,801","71,564,108",78,"1,988,375,859","11,184,649","742,139","16,133,167","118,957,400"
SPECIALZ,SPECIALZ,King Gnu,9/1/2023,JPU902303303,585,62.8,"178,413,226","22,972","6,194,085",78,"270,988,549","1,664,863","174,300","88,806,278","729,015,072"
Ta Ta Ta,Bayanni,Bayanni,8/24/2022,NGA3B2219002,586,62.8,"85,207,310","31,737","2,778,661",62,"59,927,668","420,475","4,914,172","92,105,584","1,493,815,667"
Un Finde | CROSSOVER #2,Un Finde | CROSSOVER #2,Big One,4/4/2023,ARP7V2300002,588,62.6,"361,219,290","34,991","12,554,230",72,"319,150,330","1,101,883","710,900","63,611,915","947,077,415"
There's Nothing Holdin' Me Back,Illuminate,Shawn Mendes,9/23/2016,USUM71702833,589,62.6,"2,043,626,431","185,796","81,455,782",80,"1,683,710,842","12,626,585","2,310,405","82,394,327","544,400,947"
Gulabi Sadi,Gulabi Sadi,Sanju Rathod,2/6/2024,FR2X42446102,587,62.6,"34,996,527",983,"2,100,536",69,"170,115,238","1,923,890","2,046","5,503","87,900"
Breaking Me,Breaking Me (feat. A7S),Topic,12/19/2019,DEUM71906724,590,62.5,"1,128,612,961","184,002","50,489,973",69,"473,684,535","3,364,098","564,408","46,664,008","602,190,373"
The 5th Letter,Underhanded,Hollywood Dots The Oncelor,10/28/2022,QZANY1700215,591,62.4,,,,,"928,039,252","1,154,421",,,
Belong Together,Belong Together - Single,Mark Ambor,2/16/2024,QM24S2400638,592,62.4,"233,969,547","19,001","153,692,182",87,"15,918,146","259,139",,"569,975","7,383,118"
Shake It Off,1989 (Deluxe),Taylor Swift,1/1/2014,USCJY1431349,593,62.3,"1,409,692,678","162,649","73,697,294",74,"3,622,416,832","14,917,829","322,329","269,428,239","2,080,409,767"
LOVELY BASTARDS,LOVELY BASTARDS,ZWE1HVNDXR,8/25/2023,QZPLS2390181,594,62.2,"224,798,632","37,906","25,613,376",,"96,276,929","1,777,074","781,267","222,202,542","2,266,242,364"
La Curiosidad,Platonicos,Jay Wheeler,6/12/2020,USUYG1313832,595,62.1,"1,099,019,265","107,383","57,705,968",78,"1,230,683,305","4,830,196","632,899","113,529,720","973,281,040"
EL MAKINON,EL MAKINON,KAROL G,3/24/2021,USUM72023904,596,62,"574,357,002","69,491","28,426,363",69,"1,180,418,876","5,566,219","487,000","56,713,955","627,030,538"
In The Stars,In The Stars,Benson Boone,4/29/2022,USWB12201574,597,61.9,"725,214,939","107,667","48,040,727",74,"204,956,968","2,396,003","626,129","233,812,388","2,046,007,902"
Shirt,Shirt,SZA,10/28/2022,USRC12203632,598,61.9,"469,322,271","68,997","24,096,906",73,"77,831,118","981,474","50,996","44,266,733","419,727,783"
Tiryakinim,Tiryakinim,Bayhan,4/18/2024,QZK6N2415960,599,61.8,"34,304,595","1,805","4,615,455",71,"65,487,083","469,277",,,
We Don't Trust You,WE DON'T TRUST YOU,Future,3/22/2024,USSM12402040,600,61.7,"68,542,565","13,345","6,655,318",,"17,365,209","248,471",,,
Tï¿½ï¿,Tï¿½ï¿,DENNIS,5/4/2023,BRSME2300692,601,61.7,"333,339,751","41,237","24,980,357",69,"164,941,550","1,130,932","1,253,933","124,997,599","1,585,272,275"
Cï¿½ï¿½ï¿½t ï¿½ï¿½ï¿½ï¿,Cï¿½ï¿½ï¿½t ï¿½ï¿½ï¿½ï¿,Tï¿½ï¿½ng Duy ,9/28/2023,QZYHM2362070,602,61.6,"6,921,900","1,554","91,085",,"119,888,947","390,939","1,800,000","18,029,920","497,979,360"
Call Out My Name,"My Dear Melancholy,",The Weeknd,3/29/2018,USUG11800560,603,61.6,"1,780,889,877","229,909","75,001,452",79,"1,366,385,062","10,766,000","284,554","89,244,170","742,902,070"
Lose Control,Get To Know,MEDUZA,9/27/2019,DEUM71905792,604,61.6,"932,911,098","180,309","53,903,360",66,"412,062,322","4,053,612","5,201,086","487,782,696","5,676,756,004"
THE GREATEST,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,USUM72401992,606,61.5,"74,533,081","4,192","13,299,713",84,"4,455,957","101,176",166,,
X - Remix,X (Remix),Nicky Jam,6/19/2018,USSD11800257,605,61.5,"341,040,837","36,912","15,902,955",60,"2,922,815,312","10,451,653","16,100","3,472,949","24,802,266"
223's (feat. 9lokknine),223's (feat. 9lokknine),YNW Melly,8/9/2019,QMCE31902418,609,61.4,"484,542,375","97,431","11,914,330",64,"164,470,388","1,490,017","6,584,665","105,210,640","999,433,711"
Saami Saami,"Saami Saami (From ""Pushpa - The Rise Part - 01"") - Single",Mounika Yadav,10/28/2021,INA092117769,608,61.4,"43,286,859","3,192","1,364,915",49,"1,427,016,787","19,325,402",,,
ýýchame La Culpa,ýýchame La Culpa,Luis Fonsi,11/17/2017,USUM71712163,607,61.4,"935,042,457","92,728","21,057,073",68,"2,463,300,079","11,133,796","1,121,206","13,550,452","139,512,356"
Mask Off,EPIC AF,Future,1/1/2017,USSM11701444,614,61.3,"1,596,770,801","281,838","66,110,271",77,"1,296,329,209","14,241,982","1,693,184","235,882,300","2,521,784,913"
BON,No.O -ring-,Number_i,5/27/2024,JPY932300068,613,61.3,"7,269,751",133,"4,401,335",70,"27,108,087","190,541",,,
Before You Go,Divinely Uninspired To a Hellish Extent (Extended Edition),Lewis Capaldi,5/17/2019,DEUM71905868,611,61.3,"1,920,784,716","211,573","106,250,249",77,"814,045,992","8,072,383","912,147","104,538,556","1,042,158,771"
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,9/16/2021,US23A1540104,610,61.3,"428,189,728","95,507","22,395,876",67,"84,966,187","868,089","5,406,735","1,021,159,104","11,653,604,916"
Young Metro,WE DON'T TRUST YOU,Future,3/22/2024,USSM12402034,612,61.3,"69,705,399","13,782","24,255,616",,"11,537,917","283,398",,,
You Raise Me Up,Closer (20th Anniversary Deluxe Edition),Josh Groban,11/17/2023,USRE12300484,618,61.2,"124,486,631",18,152,,,,,,
Queencard,I feel,(G)I-DLE,5/15/2023,KRA392300001,616,61.2,"289,304,213","25,925","7,047,731",72,"336,281,559","3,407,011","404,600","257,833,478","1,992,738,757"
"Maroon Color Sadiya (From ""Fasal"")","Maroon Color Sadiya (From ""Fasal"") - Single",Kalpana,3/12/2024,INW132418021,617,61.2,"10,371,919",142,"221,118",,"130,361,314","1,078,319",,,
RAPSTAR,RAPSTAR,Polo G,4/9/2021,USSM12101640,615,61.2,"923,823,292","218,155","31,818,910",72,"300,905,049","3,235,053","147,432","71,450,602","619,442,138"
Say Yes To Heaven,Say Yes To Heaven (sim0ne & Melo Nada Remix),Lana Del Rey,3/17/2023,GBUM72304301,620,61.1,"513,353,284","73,253","71,366,345",80,"91,324,061","1,419,414","42,282","19,858,700","152,008,937"
Building Blocks,Darkly,Falls,7/15/2022,QZN882241742,619,61.1,,1,4,,"1,067,013,260","2,057,980",,,
Maan Meri Jaan,Champagne Talk,King,10/12/2022,INW272200083,621,61,"467,454,503","25,221","7,852,722",71,"627,711,778","7,180,269","622,000","11,756,945","189,880,241"
Best Friend (feat. Doja Cat),Best Friend (feat. Doja Cat),Saweetie,1/7/2021,USWB12004547,622,61,"571,532,926","95,775","30,817,811",66,"480,128,955","4,921,945","2,150,682","255,722,462","2,362,426,981"
GATï¿½ï¿½,GATï¿½ï¿½,KAROL G,8/26/2022,USUM72216070,623,61,"427,247,328","42,444","22,820,163",66,"547,409,394","3,332,851","333,197","26,378,245","275,273,861"
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2/23/2017,USWB11700237,624,61,"1,116,304,877","120,975","28,691,304",66,"2,024,330,020","12,350,722","5,384,329","108,811,158","816,827,324"
Te Botï¿½ï¿½ - R,Flow La Movie Remixes,Nio Garcia,1/1/2017,QM4TW1811888,625,60.9,"1,176,693,861","132,271","43,704,712",69,"2,570,135,916","11,563,688","749,700","18,965,802","254,943,718"
SICKO MODE,ASTROWORLD,Travis Scott,8/3/2018,USSM11806660,626,60.9,"2,134,271,997","330,314","97,027,433",77,"271,517,371","2,036,075","1,159,868","262,664,925","2,562,546,341"
act ii: date @ 8 (remix),act ii: date @ 8 (feat. Drake) [remix],4batz,3/8/2024,USLD91756695,627,60.8,"89,787,741","16,536","54,361,056",,,,,,
Barbie World (with Aqua) [From Barbie The Album],Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj,6/23/2023,USAT22306213,630,60.6,"470,659,154","53,386","35,912,569",71,"143,805,714","2,019,310","307,562","119,653,263","1,220,529,181"
The Kind of Love We Make,The Kind of Love We Make,Luke Combs,6/17/2022,US6XF2200076,628,60.6,"470,340,261","68,177","14,091,711",75,"123,212,252","623,104","72,219","39,713,127","395,041,727"
Europapa,Europapa,Joost,2/29/2024,NL4TG2400001,629,60.6,"111,170,278","12,493","25,123,151",81,"50,014,053","797,138","91,200","3,125,018","34,861,500"
OMG,NewJeans 'OMG',NewJeans,1/2/2023,USA2P2251723,632,60.5,"675,591,495","53,019","18,823,180",75,"296,668,872","3,652,203","566,750","299,538,483","2,441,354,214"
Baila,Baila,Karl Wine,7/31/2020,TCAFA2047032,631,60.5,"2,947,162","2,732","204,717",,"12,422,083","154,802","14,006,256","151,549,836","1,846,083,524"
PUNTO 40,PUNTO 40 - Single,Rauw Alejandro,9/22/2022,USSD12200965,635,60.4,"396,549,329","56,179","20,926,929",67,"185,441,424","1,023,796","2,400,609","377,165,558","5,233,247,603"
In The Name Of Love,Pacha 2017,Martin Garrix,10/23/2015,NLM5S1600003,637,60.4,"1,452,194,416","164,935","69,180,262",75,"1,487,688,794","13,819,002","3,910,130","133,502,443","1,030,123,230"
Shorty Party,Shorty Party,Cartel De Santa,3/4/2023,MX3602300010,633,60.4,"323,657,766","28,785","11,052,463",69,"373,726,087","2,491,193","416,201","53,038,445","623,071,891"
Drama,Drama - The 4th Mini Album,aespa,11/10/2023,KRA302300350,634,60.4,"198,043,685","11,991","12,559,068",78,"203,832,651","2,922,155","43,265","64,109,374","442,468,610"
Head & Heart (feat. MNEK),Head & Heart (feat. MNEK),Joel Corry,7/3/2020,UK4ZF2000305,636,60.4,"1,196,521,179","190,615","90,132,900",74,"362,915,972","1,650,951","434,330","24,163,311","269,796,885"
Callaita,Callaita,Bad Bunny,5/31/2019,QM6N21919851,638,60,"1,448,173,030","156,477","70,813,159",70,"1,341,625,876","6,392,667","625,362","38,376,453","354,361,373"
How Do I Say Goodbye,How Do I Say Goodbye,Dean Lewis,8/5/2022,AUUM72200172,639,59.9,"459,712,644","86,820","35,269,550",69,"116,599,191","1,422,757","189,900","92,382,361","749,847,975"
One Step Closer,Papercuts,Linkin Park,4/12/2024,USWB11201316,640,59.8,"687,919,107",91,"485,893",,,,,,
ULTRA SOLO,ULTRA SOLO,Polimï¿½ï¿½ Westc,2/14/2022,CLPP22200004,642,59.7,"360,068,693","58,995","18,998,905",64,"149,041,400","1,103,249","4,984,600","450,591,101","4,865,262,796"
Hundred Miles (Sped Up Version),Hundred Miles (Sped Up Version) [feat. Gabriela Richardson] - Single,Yall,2/3/2023,ES7002364101,641,59.7,"16,264,949","4,532","1,638,498",48,"2,287,199","35,193","4,771,500","156,817,500","1,820,623,806"
SNAP,SNAP,Rosa Linn,3/19/2022,USSM12207342,643,59.7,"1,039,482,815","99,333","60,341,587",79,"14,074,005","277,824","20,083","254,036","6,824,133"
Lambiyan Raataan,Lambiyan Raataan - Single,Jubin Nautiyal,8/27/2021,QZ93L2125871,644,59.6,"53,437",4,16,,"1,498,796,051","11,372,639",580,"73,176","950,474"
Gangnam Style (ï¿½ï¿½ï¿½ï¿½ï¿½ï,Hits For Kids 29,PSY,1/1/2012,USUM71210283,647,59.6,"477,162,323","103,211","28,183,533",67,"5,849,588,091","31,460,015","146,609","64,279,161","578,660,460"
Criminal,Criminal,NATTI NATASHA,8/18/2017,USB271700112,648,59.6,"889,098,343","84,086","32,287,923",69,"2,707,034,440","9,483,547","425,400","28,701,107","312,894,649"
Chantaje,Chantaje,Shakira,1/1/2016,USSD11600299,646,59.6,"1,006,124,005","96,248","34,837,159",72,"3,290,132,416","13,447,183","122,464","27,711,123","270,324,375"
Laugh Now Cry Later (feat. Lil Durk),Laugh Now Cry Later (feat. Lil Durk),Drake,8/14/2020,USUG12001748,645,59.6,"962,634,706","222,576","40,254,416",69,"645,367,972","5,525,087","59,816","28,688,641","232,612,189"
Psycho,Psycho (feat. Ty Dolla $ign),Post Malone,2/23/2018,USUM71710836,650,59.5,"1,517,935,273","183,827","31,780,671",70,"1,316,530,001","8,403,766","13,942","5,079,910","41,586,060"
Casanova,Casanova,Soolking,7/6/2023,FRPZ92324651,649,59.5,"191,488,217","46,669","12,795,882",72,"205,292,316","1,160,425",,"12,365,265","143,392,887"
Holanda,Holanda,Jhayco,7/28/2023,USUM72310520,651,59.5,"320,174,752","51,073","31,619,869",73,"104,188,558","465,006","278,104","136,034,375","1,510,621,389"
nï¿½ï¿½e,nï¿½ï¿½e,21 Savage,1/10/2024,USSM12309168,652,59.4,"150,203,467","33,551","52,062,674",,"15,371,828","236,178",,,
Faded,Faded,Alan Walker,12/4/2015,NOG841549010,653,59.4,"1,943,842,010","221,874","62,851,374",75,"439,888,055","5,232,880","11,253,946","269,640,001","4,682,512,450"
Cough,Cough,Kizz Daniel,10/13/2022,USUYG1448153,655,59.3,"86,103,527","24,888","4,522,560",62,"211,940,922","1,076,420","3,115,217","71,261,169","1,387,044,831"
Afraid To Feel,Afraid To Feel,LF SYSTEM,5/2/2022,GBAHT2200492,656,59.3,"355,203,657","146,218","60,783,514",74,"46,743,730","381,567","201,874","142,211,766","1,767,047,572"
Wow.,Wow.,Post Malone,12/24/2018,USUM71822626,657,59.3,"1,680,612,367","201,840","56,914,511",74,"630,890,897","5,912,252","536,365","51,435,673","477,810,652"
Radioactive,Hear Me EP,Imagine Dragons,1/1/2012,USUM71201074,654,59.3,"1,836,362,703","236,427","68,978,853",75,"1,838,544,809","12,824,587","340,696","56,611,247","640,674,307"
RITMO (Bad Boys For Life),RITMO (Bad Boys For Life),Black Eyed Peas,10/12/2019,USSM11912430,659,59.2,"961,358,721","155,959","47,278,163",65,"1,188,737,111","7,547,115","212,737","22,305,262","307,352,160"
hot girl bummer,hot girl bummer,blackbear,8/23/2019,USUG11902959,658,59.2,"1,265,080,733","198,773","30,644,248",70,"356,598,545","5,539,172","333,375","80,730,443","579,006,925"
Dancing With A Stranger (with Normani),Dancing With A Stranger (with Normani),Sam Smith,1/11/2019,GBUM71807386,663,59.1,"1,349,115,675","113,525","53,504,146",71,"1,029,803,478","4,717,155","221,401","6,690,117","102,120,652"
Heartbreak Anniversary,HEARTBREAK ANNIVERSARY,Giveon,2/21/2020,USSM12000998,665,59.1,"1,157,206,056","189,404","63,215,005",75,"158,131,164","1,488,878","1,833,826","426,830,431","3,272,868,374"
Toxic,Faded,BoyWithUke,9/10/2021,TCAFS2101442,662,59.1,"690,010,618","145,080","16,730,668",69,"366,093,721","7,390,377","643,140","290,455,168","2,787,939,961"
Tennessee Whiskey,Tennessee Whiskey,Chris Stapleton,4/28/2015,USUM71418088,661,59.1,"954,073,526","162,233","36,021,163",77,"1,153,379,467","6,645,883","148,665","21,371,017","243,324,273"
Up,Up (Instrumental),Cardi B,2/4/2021,USAT22100061,664,59.1,"646,916,214","97,970","34,102,798",65,"496,850,951","6,266,644","2,776,485","885,852,462","6,912,025,468"
UN PREVIEW,UN PREVIEW,Bad Bunny,9/25/2023,QMFME2329236,660,59.1,"253,455,087","45,343","26,714,184",,"71,940,311","1,117,686","19,800","9,088,147","96,982,970"
Prada Dem (feat. Offset),Prada Dem (feat. Offset),Gunna,3/15/2024,USAT22401724,669,58.9,"57,374,288","10,723","43,670,163",,"10,657,679","209,937","56,800","1,100,000","9,200,000"
Don't Be Shy,Don't Be Shy - Single,Tiï¿½ï¿,8/12/2021,CYA112000981,670,58.9,"686,371,118","95,938","62,300,199",69,"479,721,274","3,066,965","1,500,000","146,674,018","2,298,614,237"
Sabor Fresa,Sabor Fresa,Fuerza Regida,6/22/2023,QZ9QQ2300457,668,58.9,"502,536,183","37,578","22,883,474",77,"151,406,654","886,902","380,400","77,609,922","866,457,165"
MON LOVE OHO,MON LOVE OHO,Liamsi,4/7/2023,QZMEV2363867,666,58.9,"24,215,252","12,008","950,490",48,"12,381,597","191,468","3,611,019","229,593,251","3,302,969,819"
Surround Sound (feat. 21 Savage & Baby Tate),Surround Sound (feat. 21 Savage & Baby Tate),JID,1/14/2022,USUM72123571,667,58.9,"548,724,288","170,892","80,727,459",79,"91,605,414","1,539,359","28,794","90,067,000","813,374,956"
Feather,emails i canï¿½ï¿½ï¿½t send fwd,Sabrina Carpenter,3/17/2023,USUM72301876,673,58.8,"488,979,989","32,825","79,636,817",84,"88,126,911","1,378,287","170,893","35,176,071","443,060,258"
Super Gremlin,Sniper Gang Presents Syko Bob & Snapkatt: Nightmare Babies,Kodak Black,10/30/2021,USAT22107295,672,58.8,"416,955,991","123,862","25,561,593",63,"174,009,595","1,640,732","255,281","140,081,850","1,163,709,610"
Natural,Natural,Imagine Dragons,7/17/2018,USUM71806694,674,58.8,"1,228,556,153","154,255","36,941,962",75,"1,220,581,919","10,953,316","1,207,638","29,172,920","396,994,100"
La Triple M,La Triple M,Mawell,6/2/2023,QM6P42364524,671,58.8,"44,557,662","9,405","3,224,288",59,"88,674,781","431,451","2,644,100","87,005,227","1,729,443,890"
OUT WEST (feat. Young Thug),JACKBOYS,JACKBOYS,12/27/2019,USSM11914988,675,58.8,"709,850,383","165,912","33,706,762",70,"75,540,671","750,424","8,269,500","222,858,336","1,876,371,239"
"Fear Song (From ""Devara Part 1"") [Tamil]","Fear Song (From ""Devara Part 1"") [Tamil]",Anirudh Ravichander,5/19/2024,INS182401563,677,58.7,"945,093",63,"944,526",,"39,278,201","656,672",,,
High Hopes,High Hopes On Saturday Night,Panic! At The Disco,5/23/2018,USAT21801174,678,58.7,"1,602,076,880","207,598","99,517,459",75,"284,427,491","2,509,207","1,056,148","78,133,371","790,904,602"
Papa,Papa,Lori,11/24/2022,CH6542286446,676,58.7,,,,,"829,051,158","2,899,554",,,
Memory Reboot,Memory Reboot,Vï¿½,1/13/2023,QM4TW2307105,679,58.6,"168,087,455","33,442","16,618,553",71,"139,656,144","2,054,412","2,629,100","156,998,611","1,559,678,788"
Side To Side,Dangerous Woman,Ariana Grande,4/1/2016,USUM71602107,680,58.6,"1,427,792,654","120,921","38,322,144",70,"2,458,018,861","14,668,122","1,697,927","69,105,932","413,361,240"
Last Night,3 Songs At A Time Sampler,Morgan Wallen,1/31/2023,USUG12300831,681,58.6,"922,010,059","5,520","576,014",50,,,,,
Build a Bitch,Build a Bitch,Bella Poarch,5/14/2021,USWB12101016,682,58.5,"452,542,081","81,642","21,651,326",63,"575,228,171","13,396,525","3,130,325","1,030,644,218","10,270,227,664"
"Natanael Cano: Bzrp Music Sessions, Vol. 59","Natanael Cano: Bzrp Music Sessions, Vol. 59",Bizarrap,4/2/2024,UYB282401007,683,58.4,"126,619,484","6,242","27,462,520",79,"55,418,429","1,848,749",,"54,400","556,900"
400 Degreez,400 Degreez (Deluxe Edition),JUVENILE,3/29/2024,USCM52400062,687,58.3,"11,610,247",2,2,,,,,,
Y LLORO,$AD BOYZ 4 LIFE II,Junior H,10/5/2023,QZ9QQ2300724,685,58.3,"363,816,146","16,161","16,393,454",80,"189,158,687","768,324","64,160","13,838,072","114,779,266"
Streets,Hot Pink,Doja Cat,11/7/2019,USRC11903460,686,58.3,"1,056,939,084","154,003","62,848,076",75,"702,463,556","8,269,225","1,629,600","573,666,785","3,347,862,526"
How We Roll,How We Roll,Ciara,8/4/2023,QZS7J2357291,684,58.3,"36,007,719","11,757","1,829,300",53,"66,350,451","833,138","1,454,232","28,142,270","344,537,974"
"Satranga (From ""Animal"")","Satranga (From ""Animal"") - Single",Arijit Singh,10/28/2023,INS182303075,690,58.2,"214,352,397","9,450","15,024,564",76,"240,762,258","2,003,670",,50,190
My Universe,My Universe,Coldplay,9/24/2021,GBAYE2100952,688,58.2,"1,269,607,301","124,247","79,296,537",71,"518,912,320","17,373,598","865,359","292,601,736","1,700,398,150"
Peaches & Eggplants (feat. 21 Savage),Peaches & Eggplants (feat. 21 Savage),Young Nudy,2/27/2023,USRC12300570,689,58.2,"157,446,814","54,118","15,660,760",64,"120,010,894","962,140","44,041","22,685,975","142,468,312"
"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)","Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,10/8/2021,USRC12101071,691,58.1,"248,749,251","103,369","11,693,843",61,"318,002,064","2,874,323","162,900","33,365,117","142,448,123"
Thinking Out Loud,Piano Moods: 50 Songs,Ed Sheeran,3/28/2017,ITD541500554,693,58,"473,328",17,"2,117",7,"3,777,105,479","15,214,286",,,
O Me Voy O Te Vas,O Me Voy O Te Vas,Natanael Cano,10/11/2023,QZ9QQ2300812,692,58,"226,233,020","14,009","22,457,916",77,"232,513,811","1,040,989",333,"72,367","588,601"
Punterï¿½,Punterï¿½,Shakira,3/21/2024,USQX92400523,697,57.9,"44,416,140","3,482","40,692,106",,"37,587,721","723,249",,,
Girls Like You (feat. Cardi B),Red Pill Blues (Deluxe),Maroon 5,11/3/2017,USUM71805272,694,57.9,"1,650,167,380","145,231","35,076,065",66,"1,225,467,157","7,096,961","2,904,900","36,399,820","405,895,763"
Slime You Out (feat. SZA),Slime You Out,Drake,9/15/2023,USUG12306064,696,57.9,"202,169,670","54,946","23,594,885",,"4,800,069","76,129","3,206","3,251,632","26,954,111"
Therefore I Am,Therefore I Am,Billie Eilish,11/12/2020,USUM72021500,695,57.9,"805,133,547","132,298","34,341,587",67,"357,556,016","9,930,750","1,600,298","283,957,601","2,252,801,256"
Wish You The Best,Wish You The Best,Lewis Capaldi,4/14/2023,DEUM72206010,701,57.8,"245,513,981","37,111","22,160,670",71,"99,697,837","1,375,852","7,175","7,047,257","76,397,270"
New Rules,Summer Beats 2018,Dua Lipa,7/20/2018,TRAA31800147,698,57.8,,,,,"3,090,849,766","18,323,060",,,
Stitches,Stitches,Shawn Mendes,2/10/2015,USUM71500658,700,57.8,"1,907,768,690","170,905","58,551,250",69,"2,115,112,270","16,309,142","396,789","45,962,200","403,748,250"
Back On 74,Back On 74,Jungle,7/28/2023,QM4TX2336316,702,57.8,"212,122,034","61,462","73,347,896",80,"49,794,673","997,193","117,000","60,212,881","555,529,368"
"Welcome To Rosas - From ""Wish""","Welcome To Rosas (From ""Wish"")",Ariana DeBose,11/1/2023,USWD12328240,699,57.8,"12,375,503","1,146","6,969,708",,"4,496,444","25,217","2,100,000","3,999,594","68,519,117"
Por Mi Mexico (Remix),"Por Mi Mï¿½ï¿½xico (Remix) [feat. Dharius, C-Kan, MC Davo & Neto Peï¿½ï¿½a] ",Lefty Sm,8/25/2023,QM3DF2219446,703,57.7,"98,795,736","8,721","6,921,023",67,"236,734,405","1,554,966","614,600","25,414,356","319,127,773"
THIS YEAR (Blessings),THIS YEAR (Blessings) (feat. Ehis 'D' Greatest) - Single,Victor Thompson,1/4/2023,QZFYY2339108,705,57.7,"134,208,327","45,328","7,606,515",61,"93,787,998","947,363","2,544,105","156,575,242","2,460,084,219"
"Abrarï¿½ï¿½ï¿½s Entry | Jamal Kudu ""ANIMAL"")","Abrarï¿½ï¿½ï¿½s Entry | Jamal Kudu ""ANIMAL"")",Harshavardhan Rameshwar,12/6/2023,INS182303500,704,57.7,"56,885,072","4,639","1,510,883",,"221,866,727","3,018,127",,,
